architecture,dim,batch_size,strategy,device,compiled,peakmem non-differentiable [GiB],peakmem [GiB],mean [s],std [s],best [s]
tanh_mlp_768_768_512_512_1,5,284,jet_simplified,cuda,False,0.3435850143432617,1.699045181274414,0.45176714000757784,0.0007421829359273732,0.45005919999675825
tanh_mlp_768_768_512_512_1,5,284,multijet_naive,cuda,False,0.847996711730957,3.93963623046875,0.8309513739973773,0.005126562710781313,0.8182284000213258
tanh_mlp_768_768_512_512_1,5,284,multijet_simplified,cuda,False,0.808617115020752,2.8135790824890137,0.7195659000007436,0.0030460595645195356,0.7119037000229582
tanh_mlp_768_768_512_512_1,5,341,hessian_trace,cuda,False,1.2045273780822754,2.6694655418395996,0.9505698940064758,0.0027117476185954236,0.943201299989596
tanh_mlp_768_768_512_512_1,5,341,jet_naive,cuda,False,0.4354248046875,3.1363162994384766,1.3287999100028538,0.003122682864700374,1.3227561000094283
tanh_mlp_768_768_512_512_1,5,341,jet_simplified,cuda,False,0.4020237922668457,1.9987835884094238,0.5397859559976496,0.0011437667006842954,0.537258299998939
tanh_mlp_768_768_512_512_1,5,341,multijet_naive,cuda,False,1.005873680114746,4.720643997192383,0.9952875280019362,0.004854655510842721,0.9857647999888286
tanh_mlp_768_768_512_512_1,5,341,multijet_simplified,cuda,False,0.9590096473693848,3.367814540863037,0.8632841839955654,0.0043243203540757015,0.8558021999779157
tanh_mlp_768_768_512_512_1,5,398,hessian_trace,cuda,False,1.4000353813171387,3.0905981063842773,1.127469076003181,0.0036794467566691547,1.118664700014051
tanh_mlp_768_768_512_512_1,5,398,jet_naive,cuda,False,0.5044445991516113,3.687164783477783,1.5592388740013121,0.0020178807737213133,1.5549834999837913
tanh_mlp_768_768_512_512_1,5,398,jet_simplified,cuda,False,0.4639863967895508,2.352189064025879,0.6338367040024605,0.00159616795386324,0.6299370999913663
tanh_mlp_768_768_512_512_1,5,398,multijet_naive,cuda,False,1.1696228981018066,5.463371753692627,1.1574784200056456,0.00561265780462049,1.1447056000470184
tanh_mlp_768_768_512_512_1,5,398,multijet_simplified,cuda,False,1.1149811744689941,3.9015660285949707,1.0050630020000972,0.0043276106838247294,0.9966677000047639
tanh_mlp_768_768_512_512_1,5,455,hessian_trace,cuda,False,1.5964999198913574,3.5329432487487793,1.2776089920010418,0.003169693962485321,1.2685664999880828
tanh_mlp_768_768_512_512_1,5,455,jet_naive,cuda,False,0.5816736221313477,4.201709270477295,1.7796385119995102,0.002377582913737853,1.774477900005877
tanh_mlp_768_768_512_512_1,5,455,jet_simplified,cuda,False,0.534543514251709,2.6800193786621094,0.7251851060020271,0.0021020801768420814,0.7211143000167795
tanh_mlp_768_768_512_512_1,5,455,multijet_naive,cuda,False,1.3346095085144043,6.240349292755127,3.220994671997032,0.007883046574806468,3.2049394999921788
tanh_mlp_768_768_512_512_1,5,455,multijet_simplified,cuda,False,1.272141933441162,4.45305871963501,1.146098939999938,0.005110484237282032,1.1357153999852017
tanh_mlp_768_768_512_512_1,5,512,hessian_trace,cuda,False,1.8100075721740723,4.000143527984619,1.4164913099934346,0.005161368749012972,1.4012633999809623
tanh_mlp_768_768_512_512_1,5,512,jet_naive,cuda,False,0.6439328193664551,4.683544635772705,1.9850488619977842,0.005467602101607627,1.97390319997794
tanh_mlp_768_768_512_512_1,5,512,jet_simplified,cuda,False,0.5909085273742676,2.9908719062805176,0.8036032479989808,0.002132703228754616,0.7989165000035428
tanh_mlp_768_768_512_512_1,5,512,multijet_naive,cuda,False,1.5191693305969238,7.07664155960083,4.654050958003499,0.012315107285056807,4.641772699978901
tanh_mlp_768_768_512_512_1,5,512,multijet_simplified,cuda,False,1.447899341583252,5.049316883087158,1.2814698199997656,0.006915392446226162,1.2699694000184536
