architecture,dim,batch_size,strategy,device,compiled,peakmem non-differentiable [GiB],peakmem [GiB],mean [s],std [s],best [s]
tanh_mlp_768_768_512_512_1,5,341,multijet_sym_naive,cuda,False,0.43073129653930664,2.401035785675049,0.5077013899979648,0.0026994321771071678,0.5020388999837451
tanh_mlp_768_768_512_512_1,5,341,multijet_sym_simplified,cuda,False,0.41119384765625,1.7767391204833984,0.43598118199850433,0.001702243460634613,0.4322217999724671
tanh_mlp_768_768_512_512_1,5,398,hessian_trace,cuda,False,1.4000353813171387,3.0905981063842773,1.127469076003181,0.0036794467566691547,1.118664700014051
tanh_mlp_768_768_512_512_1,5,398,jet_naive,cuda,False,0.5044445991516113,3.687164783477783,0.8253196960012429,0.0028743100778564385,0.8183886000188068
tanh_mlp_768_768_512_512_1,5,398,jet_simplified,cuda,False,0.4639863967895508,2.352189064025879,0.6338367040024605,0.00159616795386324,0.6299370999913663
tanh_mlp_768_768_512_512_1,5,398,multijet_sym_naive,cuda,False,0.5105156898498535,2.831897258758545,0.5981597339990549,0.003171079705977994,0.5883676999947056
tanh_mlp_768_768_512_512_1,5,398,multijet_sym_simplified,cuda,False,0.48805856704711914,2.0965723991394043,0.5136537680041511,0.003148157959050876,0.5069816999603063
tanh_mlp_768_768_512_512_1,5,455,hessian_trace,cuda,False,1.5964999198913574,3.5329432487487793,1.2776089920010418,0.003169693962485321,1.2685664999880828
tanh_mlp_768_768_512_512_1,5,455,jet_naive,cuda,False,0.5816736221313477,4.201709270477295,0.945579740004614,0.0038279259972094338,0.9369486000505276
tanh_mlp_768_768_512_512_1,5,455,jet_simplified,cuda,False,0.534543514251709,2.6800193786621094,0.7251851060020271,0.0021020801768420814,0.7211143000167795
tanh_mlp_768_768_512_512_1,5,455,multijet_sym_naive,cuda,False,0.5653009414672852,3.168069839477539,0.6797285580006428,0.0046827672304175574,0.6678280999767594
tanh_mlp_768_768_512_512_1,5,455,multijet_sym_simplified,cuda,False,0.5423803329467773,2.3468074798583984,0.5808623699960299,0.0023248442259943525,0.5738038999843411
tanh_mlp_768_768_512_512_1,5,512,hessian_trace,cuda,False,1.8100075721740723,4.000143527984619,1.4164913099934346,0.005161368749012972,1.4012633999809623
tanh_mlp_768_768_512_512_1,5,512,jet_naive,cuda,False,0.6439328193664551,4.683544635772705,1.0454020319972188,0.004065944637696343,1.037020699994173
tanh_mlp_768_768_512_512_1,5,512,jet_simplified,cuda,False,0.5909085273742676,2.9908719062805176,0.8036032479989808,0.002132703228754616,0.7989165000035428
tanh_mlp_768_768_512_512_1,5,512,multijet_sym_naive,cuda,False,0.6329765319824219,3.553253173828125,0.7528905400005169,0.0034848777770223123,0.7426918999990448
tanh_mlp_768_768_512_512_1,5,512,multijet_sym_simplified,cuda,False,0.60662841796875,2.631397247314453,0.6462840479996521,0.002925467308000647,0.6374691999517381
